_key,학교명,시도,행정구,학교급,등급,유형,점수,n0,n1,y,초과순전출,코호트,위도,경도
231031490,용유중학교,인천,중구,중학교,4,비위험,74.4,64,63,-0.015625,0.051763081048004575,1.8125,37.44825105,126.4123732
231031505,용현중학교,인천,미추홀구,중학교,5,비위험,21.3,749,759,0.01335113484646195,0.0034319751180488666,1.058091286307054,37.44785506,126.6395437
231031520,용현여자중학교,인천,미추홀구,중학교,5,비위험,6.9,753,767,0.01859229747675963,-0.012511372098337036,1.0708333333333333,37.44840638,126.6406704
231031565,인화여자중학교,인천,미추홀구,중학교,5,비위험,35.0,903,907,0.004429678848283499,0.0020968616334026717,1.0633333333333332,37.47099649,126.6548626
231031580,제물포여자중학교,인천,미추홀구,중학교,5,비위험,21.7,393,356,-0.09414758269720101,-0.00553672615285687,1.140495867768595,37.44914564,126.6882045
231031594,화도진중학교,인천,동구,중학교,4,비위험,76.5,354,337,-0.0480225988700565,0.007094904773991101,0.921875,37.48499013,126.6322146
231031595,인주중학교,인천,미추홀구,중학교,5,비위험,4.1,939,959,0.021299254526091587,-0.004292914724424804,1.0702341137123745,37.442798,126.6598715
231031645,인천운서중학교,인천,중구,중학교,5,비위험,44.3,401,557,0.38902743142144636,-0.12478772942581089,6.5,37.49069616,126.5051066
231031657,광성중학교,인천,중구,중학교,4,비위험,74.0,311,407,0.3086816720257235,-0.024050825704406996,1.1839080459770115,37.46755095,126.6395666
231031685,동산중학교,인천,동구,중학교,5,비위험,5.0,571,605,0.0595446584938704,0.01788477683905685,1.2363636363636363,37.47303977,126.6488935
231031714,송도중학교,인천,중구,중학교,2,순전출형,90.2,202,172,-0.1485148514851485,0.03954154639453923,0.925,37.46826663,126.6289964
231031828,인성여자중학교,인천,중구,중학교,5,비위험,23.4,315,289,-0.08253968253968254,-0.0014611253012017725,1.2105263157894737,37.4739458,126.624248
231031885,인하대학교사범대학부속중학교,인천,미추홀구,중학교,5,비위험,10.4,782,708,-0.09462915601023018,-0.028593675450996305,0.9624060150375939,37.44596571,126.6628662
231031886,인천중산중학교,인천,중구,중학교,5,비위험,18.4,992,980,-0.012096774193548387,0.008920339112520706,0.9580838323353293,37.49835809,126.5709929
231031965,인천하늘중학교,인천,중구,중학교,5,비위험,46.0,999,972,-0.02702702702702703,0.004888081048004577,0.9354838709677419,37.4838328,126.543285
232021024,인천개흥초등학교,인천,부평구,초등학교,5,비위험,28.9,316,307,-0.028481012658227847,0.04034565643870837,1.108695652173913,37.50457552,126.7277395
